event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
ETH139,2023-03-05,2023,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Amhara,,,Gondar,12.7252,37.4561,1,Radio Ergo,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Gondar, Ethiopia.",0,20230305
SUD1117,2023-03-05,2023,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,Gedaref,,,Gedaref,13.9699,35.4767,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Gedaref, Sudan.",2,20230305
ETH278,2023-03-06,2023,Battles,Government regains territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Jimma,7.8318,36.5225,1,AFP,"Battles between Amhara Regional Forces and Oromo Liberation Army in Jimma, Ethiopia.",8,20230306
SUD498,2023-03-06,2023,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Gedaref,,,Gedaref,14.2028,35.8048,1,UN OCHA,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Gedaref, Sudan.",12,20230306
ETH615,2023-03-06,2023,Strategic developments,Looting/property destruction,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,SNNPR,,,Hawassa,6.2833,38.4715,1,Local sources,"Strategic developments between Ethiopian National Defense Force and Tigray People's Liberation Front in Hawassa, Ethiopia.",0,20230306
SOM621,2023-03-06,2023,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,2.2422,45.559,1,Radio Ergo,"Violence against civilians between M23 and Civilians (Somalia) in Mogadishu, Somalia.",4,20230306
ETH932,2023-03-09,2023,Battles,Government regains territory,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,SNNPR,,,Hawassa,7.4982,38.189,1,BBC,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Hawassa, Ethiopia.",8,20230309
SOM1051,2023-03-09,2023,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Bay,,,Baidoa,2.9702,43.6242,1,AFP,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Baidoa, Somalia.",2,20230309
SOM1112,2023-03-10,2023,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Hiraan,,,Beledweyne,5.0095,44.927,1,BBC,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Beledweyne, Somalia.",3,20230310
SUD1167,2023-03-10,2023,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,12.028,24.8012,1,Radio Ergo,"Riots between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",2,20230310
SUD291,2023-03-11,2023,Riots,Mob violence,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,11.9319,35.016,1,Local sources,"Riots between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",0,20230311
SOM407,2023-03-11,2023,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Bay,,,Baidoa,2.9798,43.6176,1,BBC,"Battles between Al-Shabaab and Jubbaland Security Forces in Baidoa, Somalia.",3,20230311
SOM531,2023-03-11,2023,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,2.239,45.4956,1,BBC,"Violence against civilians between M23 and Civilians (Somalia) in Mogadishu, Somalia.",5,20230311
KEN556,2023-03-11,2023,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Lamu,,,Lamu,-2.2839,40.9317,1,Radio Ergo,"Battles between Al-Shabaab and Kenya Defence Forces in Lamu, Kenya.",3,20230311
DEM861,2023-03-11,2023,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,Ituri,,,Bunia,1.2964,29.8513,1,Local sources,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Bunia, Democratic Republic of Congo.",5,20230311
DEM26,2023-03-12,2023,Battles,Armed clash,M23,,2,FDLR,,2,22,Democratic Republic of Congo,North Kivu,,,Beni,-0.0983,29.8764,1,UN OCHA,"Battles between M23 and FDLR in Beni, Democratic Republic of Congo.",1,20230312
SUD93,2023-03-12,2023,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Blue Nile,,,Ed Damazin,12.2841,34.345,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Ed Damazin, Sudan.",3,20230312
SOM414,2023-03-14,2023,Battles,Government regains territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Bay,,,Baidoa,2.8332,43.8282,1,Local sources,"Battles between Al-Shabaab and ATMIS Forces in Baidoa, Somalia.",17,20230314
SUD568,2023-03-14,2023,Battles,Government regains territory,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,North Darfur,,,El Fasher,13.5343,25.3246,1,Reuters,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in El Fasher, Sudan.",6,20230314
SOM609,2023-03-14,2023,Violence against civilians,Abduction/forced disappearance,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.4896,45.1614,1,Radio Ergo,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Afgooye, Somalia.",8,20230314
SOU1009,2023-03-14,2023,Battles,Government regains territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Central Equatoria,,,Juba,4.8421,31.9103,1,AFP,"Battles between South Sudan People's Defence Forces and SPLM-IO in Juba, South Sudan.",4,20230314
SUD413,2023-03-15,2023,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.7744,35.4503,1,Reuters,"Protests between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",1,20230315
SUD976,2023-03-15,2023,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.7635,25.3235,1,UN OCHA,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",2,20230315
SUD174,2023-03-17,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Blue Nile,,,Ed Damazin,11.5816,34.0972,1,Radio Ergo,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Ed Damazin, Sudan.",4,20230317
SOM631,2023-03-17,2023,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Middle Juba,,,Bu'aale,1.2097,42.4734,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Bu'aale, Somalia.",5,20230317
SOM331,2023-03-18,2023,Battles,Armed clash,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,0.6226,43.3217,1,Local sources,"Battles between Al-Shabaab and ATMIS Forces in Bu'aale, Somalia.",19,20230318
ETH814,2023-03-18,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,SNNPR,,,Hawassa,7.1925,38.6924,1,Radio Ergo,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Hawassa, Ethiopia.",1,20230318
SOM672,2023-03-20,2023,Violence against civilians,Attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.0551,42.3863,1,AFP,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Kismayo, Somalia.",4,20230320
SUD1179,2023-03-20,2023,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Khartoum,,,Khartoum,15.4633,32.0312,1,Local sources,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Khartoum, Sudan.",3,20230320
SOM50,2023-03-21,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Lower Juba,,,Kismayo,-0.6848,43.0892,1,Reuters,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Kismayo, Somalia.",3,20230321
ETH210,2023-03-21,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Oromia,,,Jimma,7.9807,36.2649,1,BBC,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Jimma, Ethiopia.",0,20230321
SOM1063,2023-03-21,2023,Violence against civilians,Abduction/forced disappearance,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.5853,46.398,1,BBC,"Violence against civilians between FDLR and Civilians (Somalia) in Dhusamareb, Somalia.",3,20230321
DEM1199,2023-03-21,2023,Battles,Armed clash,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.83,28.8383,1,Radio Ergo,"Battles between MONUSCO Forces and M23 in Bukavu, Democratic Republic of Congo.",3,20230321
SUD473,2023-03-23,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Khartoum,,,Khartoum,15.5877,32.7915,1,AFP,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Khartoum, Sudan.",5,20230323
DEM116,2023-03-24,2023,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,North Kivu,,,Goma,-1.3844,29.519,1,UN OCHA,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Goma, Democratic Republic of Congo.",4,20230324
SOM623,2023-03-24,2023,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Lower Juba,,,Kismayo,-0.3034,42.6621,1,Radio Ergo,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Kismayo, Somalia.",0,20230324
SUD641,2023-03-24,2023,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.3636,35.233,1,Radio Ergo,"Battles between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",20,20230324
KEN1087,2023-03-24,2023,Battles,Government regains territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Nairobi,,,Nairobi,-1.079,36.7272,1,Radio Ergo,"Battles between Al-Shabaab and Kenya Defence Forces in Nairobi, Kenya.",2,20230324
ETH178,2023-03-25,2023,Protests,Protest with intervention,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Tigray,,,Mekelle,13.1987,39.0589,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Mekelle, Ethiopia.",0,20230325
ETH1149,2023-03-25,2023,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Tigray,,,Axum,13.7435,38.5232,1,BBC,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Axum, Ethiopia.",3,20230325
SOU1011,2023-03-27,2023,Battles,Government regains territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Jonglei,,,Bor,6.1587,32.1684,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Bor, South Sudan.",10,20230327
DEM585,2023-03-28,2023,Battles,Government regains territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,0.8953,28.9811,1,Radio Ergo,"Battles between MONUSCO Forces and M23 in Beni, Democratic Republic of Congo.",3,20230328
SUD614,2023-03-28,2023,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,12.1743,25.0344,1,Radio Ergo,"Protests between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",3,20230328
DEM947,2023-03-28,2023,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,-0.0715,29.8228,1,Reuters,"Battles between Armed Forces of the DRC (FARDC) and M23 in Beni, Democratic Republic of Congo.",10,20230328
SUD983,2023-03-28,2023,Battles,Non-state actor overtakes territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,West Darfur,,,El Geneina,13.6378,22.7011,1,AFP,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in El Geneina, Sudan.",2,20230328
SUD979,2023-03-29,2023,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Gedaref,,,Gedaref,14.1378,35.1463,1,Local sources,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Gedaref, Sudan.",0,20230329
SUD173,2023-03-30,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Blue Nile,,,Ed Damazin,11.4047,34.6376,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Ed Damazin, Sudan.",2,20230330
SOU334,2023-03-31,2023,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Upper Nile,,,Malakal,9.3722,31.5421,1,Reuters,"Battles between South Sudan People's Defence Forces and SPLM-IO in Malakal, South Sudan.",8,20230331
ETH549,2023-03-31,2023,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Oromia,,,Jimma,7.51,36.9287,1,Radio Ergo,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Jimma, Ethiopia.",2,20230331
SUD646,2023-03-31,2023,Riots,Mob violence,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,12.2473,24.735,1,Reuters,"Riots between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",1,20230331
DEM989,2023-03-31,2023,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Rutshuru,-1.1282,29.4469,1,UN OCHA,"Battles between Armed Forces of the DRC (FARDC) and M23 in Rutshuru, Democratic Republic of Congo.",3,20230331
SUD542,2023-04-03,2023,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.0186,24.732,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",1,20230403
SUD151,2023-04-04,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,12.3304,24.7516,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",3,20230404
SUD865,2023-04-04,2023,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,North Darfur,,,El Fasher,13.6786,25.358,1,BBC,"Riots between Rioters (Sudan) and Rapid Support Forces in El Fasher, Sudan.",0,20230404
DEM2,2023-04-06,2023,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.482,29.2532,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",1,20230406
ETH45,2023-04-06,2023,Battles,Armed clash,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Jimma,7.7319,36.6762,1,Reuters,"Battles between Amhara Regional Forces and Oromo Liberation Army in Jimma, Ethiopia.",6,20230406
ETH571,2023-04-06,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Amhara,,,Gondar,12.162,37.5955,1,Radio Ergo,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Gondar, Ethiopia.",3,20230406
SUD776,2023-04-06,2023,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.398,25.7079,1,Reuters,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",5,20230406
SUD739,2023-04-07,2023,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.8541,36.209,1,Reuters,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",5,20230407
SUD749,2023-04-07,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,11.804,25.1969,1,UN OCHA,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",5,20230407
DEM921,2023-04-07,2023,Battles,Government regains territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Rutshuru,-0.7167,29.4489,1,AFP,"Battles between MONUSCO Forces and M23 in Rutshuru, Democratic Republic of Congo.",4,20230407
SOM1077,2023-04-07,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Hiraan,,,Beledweyne,4.8261,44.9481,1,Local sources,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Beledweyne, Somalia.",3,20230407
DEM238,2023-04-08,2023,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-2.801,26.5082,1,UN OCHA,"Battles between Armed Forces of the DRC (FARDC) and M23 in Kindu, Democratic Republic of Congo.",18,20230408
DEM235,2023-04-09,2023,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.846,29.0636,1,AFP,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",2,20230409
SUD917,2023-04-09,2023,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Khartoum,,,Khartoum,15.5941,32.621,1,UN OCHA,"Riots between Rioters (Sudan) and Rapid Support Forces in Khartoum, Sudan.",5,20230409
SUD1159,2023-04-09,2023,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,North Darfur,,,El Fasher,13.6302,25.2784,1,Reuters,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Fasher, Sudan.",2,20230409
SOM101,2023-04-10,2023,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.4229,46.6815,1,UN OCHA,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Dhusamareb, Somalia.",10,20230410
ETH933,2023-04-11,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Tigray,,,Mekelle,13.3945,39.5729,1,Reuters,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Mekelle, Ethiopia.",3,20230411
SOM1164,2023-04-13,2023,Violence against civilians,Looting/property destruction,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Lower Juba,,,Kismayo,-0.596,43.0697,1,Radio Ergo,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Kismayo, Somalia.",12,20230413
DEM1072,2023-04-14,2023,Violence against civilians,Looting/property destruction,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,Ituri,,,Bunia,1.5347,30.4493,1,BBC,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Bunia, Democratic Republic of Congo.",3,20230414
